Grade,Text,lemmatized,grammarized
3.0,Screech  screech  screech! The first time we tried to play the recorders it sounded like a lion running his claws down a chalkboard. In other words we made a TERRIBLE noise! See  a recorder is an instrument with a very high pitch. If you dont blow in it correctly  it does sound pretty bad. After Mrs. Romland told us there is a special place for our tongue to be  we understood why we sounded so bad. She said the place was right behind your upper front teeth  and then she said once your tongue is there  put the recorder up to your mouth and try to say too  too  too  too. Its called tonguing. Then we almost got the right sound. A recorder looks like a short skinny tube with one hole on the bottom  and 7 holes on the top. There are a few different types of recorders. The one we are playing is called the soprano  it is the smallest with the highest sound. Another is the alto  it is bigger with a lower sound. Next comes the tenor  it is bigger yet  with an even lower sound. Last but not least is the bass  it is the biggest of them all and the lowest sounding too. The recorder originally came from Europe. It has been an instrument for over 100 years. If you think it is related to the flute  its not.  ,screech screech screech the first time we try to play the recorder it sound like a lion run his claw down a chalkboard in other word we make a terrible noise see a recorder be an instrument with a very high pitch if you dont blow in it correctly it do sound pretty bad after mr romland tell u there be a special place for our tongue to be we understood why we sound so bad she say the place be right behind your upper front teeth and then she say once your tongue be there put the recorder up to your mouth and try to say too too too too it call tonguing then we almost get the right sound a recorder look like a short skinny tube with one hole on the bottom and hole on the top there be a few different type of recorder the one we be play be call the soprano it be the small with the high sound another be the alto it be big with a low sound next come the tenor it be big yet with an even low sound last but not least be the bass it be the big of them all and the low sounding too the recorder originally come from europe it have be an instrument for over year if you think it be relate to the flute it not,+ screech screech screech ! + the first time we tried to play the recorders it sounded like a lion running his claws down a chalkboard . + in other words we made a + terrible noise ! + see a recorder is an instrument with a very high pitch . + if you dont blow in it correctly it does sound pretty bad . + after + mrs . + romland told us there is a special place for our tongue to be we understood why we sounded so bad . + she said the place was right behind your upper front teeth and then she said once your tongue is there put the recorder up to your mouth and try to say too too too too . + its called tonguing . + then we almost got the right sound . A recorder looks like a short skinny tube with one hole on the bottom and 7 holes on the top . + there are a few different types of recorders . + the one we are playing is called the soprano it is the smallest with the highest sound . + another is the alto it is bigger with a lower sound . + next comes the tenor it is bigger yet with an even lower sound . + last but not least is the bass it is the biggest of them all and the lowest sounding too . + the recorder originally came from + europe . + it has been an instrument for over 100 years . + if you think it is related to the flute its not . 
3.0,Touch of the flu! Egg in her hair? Poor Ramona! Ramona Quimby  Age 8 is a nine chapter  one hundred and ninety page book about an eight year old girl in third grade. She started school with a surprise gift from her dad  only to have it stolen by a boy she called Yard Ape. One day at lunch she tried to be cool and show off for her friends by cracking an egg on her head and found herself in a big mess. When flu season hit she learned how awful it felt to throw up in class. She and her sister learn about using good manners at the dinner table. As time goes on Ramona and her family solve their problems  and learn to be more caring for each other. They also learn to be more considerate for each other when time alone is needed. My favorite part was during a scene where Ramonas class is at lunch  She took a firm hold on her egg  waited until everyone at her table was watching  and whackâ€”she found herself with a hand full of crumbled shell and something cool and slimy running down her face. (Ramona Quimby  Age 8  Bevery Cleary  p. 60) I thought that was funny because she wanted to be cool like the rest of her class  by breaking a hard boiled egg on her head. But guess what  her mother was in such a hurry she gave Ramona a raw egg! Whoops! I think the one thing the author wants me to know is that when my family may be having problems I can be of help by obeying them and not fussing  disturbing  and/or annoying them. I liked this book because the author chose strong  powerful  descriptive words that made gross  imaginative pictures in my mind. Like in her lunch scene at school  something cool and slimy running down her face  and at her dinner scene at home  One edge of her meat was covered with tiny bumps. Ramona Quimby  Age 8 is one of the best Beverly Cleary books Ive ever read because it pulled me in better than any other book in her series. (I have read 6 of her books.) It made pictures in my mind (Word Choice) and sounded like a real person wrote it (Voice). It also sounded good as I read it  flowed easily from sentence to sentence (Sentence Fluency)  and sounded like a real 8 year old girls life. These traits made me want to keep on reading until the end of the book. I recommend this book to good readers who enjoy good long lasting chapters*. *Max. 25 pages.,touch of the flu egg in her hair poor ramona ramona quimby age be a nine chapter one hundred and ninety page book about an eight year old girl in third grade she start school with a surprise gift from her dad only to have it steal by a boy she call yard ape one day at lunch she try to be cool and show off for her friend by crack an egg on her head and find herself in a big mess when flu season hit she learn how awful it felt to throw up in class she and her sister learn about use good manner at the dinner table a time go on ramona and her family solve their problem and learn to be more care for each other they also learn to be more considerate for each other when time alone be need my favorite part be during a scene where ramona class be at lunch she take a firm hold on her egg wait until everyone at her table be watch and whack she find herself with a hand full of crumble shell and something cool and slimy run down her face ramona quimby age bevery cleary p i think that be funny because she want to be cool like the rest of her class by break a hard boil egg on her head but guess what her mother be in such a hurry she give ramona a raw egg whoop i think the one thing the author want me to know be that when my family may be have problem i can be of help by obey them and not fuss disturb and or annoy them i like this book because the author choose strong powerful descriptive word that make gross imaginative picture in my mind like in her lunch scene at school something cool and slimy run down her face and at her dinner scene at home one edge of her meat be cover with tiny bump ramona quimby age be one of the best beverly cleary book ive ever read because it pull me in good than any other book in her series i have read of her book it make picture in my mind word choice and sound like a real person write it voice it also sound good a i read it flow easily from sentence to sentence sentence fluency and sound like a real year old girls life these trait make me want to keep on reading until the end of the book i recommend this book to good reader who enjoy good long last chapter max page,+ touch of the flu ! + egg in her hair ? + poor + ramona ! + ramona + quimby + age 8 is a nine chapter one hundred and ninety page book about an eight year old girl in third grade . + she started school with a surprise gift from her dad only to have it stolen by a boy she called + yard + ape . + one day at lunch she tried to be cool and show off for her friends by cracking an egg on her head and found herself in a big mess . + when flu season hit she learned how awful it felt to throw up in class . + she and her sister learn about using good manners at the dinner table . + as time goes on + ramona and her family solve their problems and learn to be more caring for each other . + they also learn to be more considerate for each other when time alone is needed . + my favorite part was during a scene where + ramonas class is at lunch + she took a firm hold on her egg waited until everyone at her table was watching and whackshe found herself with a hand full of crumbled shell and something cool and slimy running down her face . ( + ramona + quimby + age 8 + bevery + cleary p . 60 ) I thought that was funny because she wanted to be cool like the rest of her class by breaking a hard boiled egg on her head . + but guess what her mother was in such a hurry she gave + ramona a raw egg ! + whoops ! I think the one thing the author wants me to know is that when my family may be having problems I can be of help by obeying them and not fussing disturbing and / or annoying them . I liked this book because the author chose strong powerful descriptive words that made gross imaginative pictures in my mind . + like in her lunch scene at school something cool and slimy running down her face and at her dinner scene at home + one edge of her meat was covered with tiny bumps . + ramona + quimby + age 8 is one of the best + beverly + cleary books + ive ever read because it pulled me in better than any other book in her series . ( I have read 6 of her books . ) + it made pictures in my mind ( + word + choice ) and sounded like a real person wrote it ( + voice ) . + it also sounded good as I read it flowed easily from sentence to sentence ( + sentence + fluency ) and sounded like a real 8 year old girls life . + these traits made me want to keep on reading until the end of the book . I recommend this book to good readers who enjoy good long lasting chapters* . *+ max . 25 pages . 
3.0,Chores are boring! Scrubbing toilets  cleaning sinks  and washing bathtubs take up a lot of my time and are not fun at all. Toilets! When youre scrubbing toilets make sure they are not stinky. Ive scrubbed one before and I was lucky it didnt stink. I think toilets are one of the hardest things to scrub in the bathroom because it is hard to get up around the rim. Sinks are one of the easiest things to clean in the bathroom because they have no rims and they are small. I have cleaned one before and it was pretty easy. Bathtubs  ever washed one? They are big  they are deep  and it is hard to get up around the sides. The bathtub is the hardest  I think  to wash in the bathroom. All chores are boring  especially making my bed. Cleaning my room is OK because I have to organize  and I like organizing. Dusting is the worst: dust  set down  pick up  dust  set down. There are so many things to dust  and its no fun. Chores arent the worst but theyre definitely not the best! ,chore be bore scrub toilet clean sink and wash bathtub take up a lot of my time and be not fun at all toilet when youre scrub toilet make sure they be not stinky ive scrub one before and i be lucky it didnt stink i think toilet be one of the hard thing to scrub in the bathroom because it be hard to get up around the rim sink be one of the easy thing to clean in the bathroom because they have no rim and they be small i have clean one before and it be pretty easy bathtub ever wash one they be big they be deep and it be hard to get up around the side the bathtub be the hard i think to wash in the bathroom all chore be bore especially make my bed clean my room be ok because i have to organize and i like organize dusting be the bad dust set down pick up dust set down there be so many thing to dust and it no fun chores arent the bad but theyre definitely not the best,+ chores are boring ! + scrubbing toilets cleaning sinks and washing bathtubs take up a lot of my time and are not fun at all . + toilets ! + when youre scrubbing toilets make sure they are not stinky . + ive scrubbed one before and I was lucky it didnt stink . I think toilets are one of the hardest things to scrub in the bathroom because it is hard to get up around the rim . + sinks are one of the easiest things to clean in the bathroom because they have no rims and they are small . I have cleaned one before and it was pretty easy . + bathtubs ever washed one ? + they are big they are deep and it is hard to get up around the sides . + the bathtub is the hardest I think to wash in the bathroom . + all chores are boring especially making my bed . + cleaning my room is + ok because I have to organize and I like organizing . + dusting is the worst : dust set down pick up dust set down . + there are so many things to dust and its no fun . + chores arent the worst but theyre definitely not the best ! 
3.0,I just hate it. I mean really  really  really positively hate  being taken by surprise. Just thinking about it makes me shiver. Boy  Ive been taken by surprise lots of times  lots of ways  by many different people. In my opinion  I think the worst surprise I have been through must have been when I got home from school and expected to see my older brother waiting for me or watching television. But no  my brother wasnt home (at least it seemed like it to me) so  I yelled for my dad outside. No dad. Poor me scared without a brother or father (yeah right) and right when I was walking to my brothers room  boom! Ahhhh! I screamed  my brother jumps out of the closet in the hall. I was really frightened. Ill never forget that  it will scar me for life. After that I figured out my dad was outside somewhere where he could not hear me. I have also been taken by surprise many other times but none of them as worse as The attack of my older brother. It is so annoying when they do it more than once. Example: Laura jumps out of the kitchen and scares Trish and then she leaves. Seconds later Trish passes by the kitchen again  Laura screams Raahh  Trish doesnt scream but is now annoyed. Getting taken by surprise happens most unexpected. I think I will get scared more if you dont make it so fancy  make it original. Example for original: She jumps out screaming Raahh  is original. Example for fancy: He jumps out screaming  Ooga  Booga  along with streamers  confetti etc. That is way too fancy. Me  Trisha Arnold  will give you some advice that I learned: dont take it seriously. It might be scary but  go be free  live along with your life  thats the best cure. Even for The attack of my older brother.   ,i just hate it i mean really really really positively hate be take by surprise just think about it make me shiver boy ive be take by surprise lot of time lot of way by many different people in my opinion i think the bad surprise i have be through must have be when i get home from school and expect to see my old brother wait for me or watch television but no my brother wasnt home at least it seem like it to me so i yell for my dad outside no dad poor me scar without a brother or father yeah right and right when i be walk to my brother room boom ahhhh i scream my brother jump out of the closet in the hall i be really frighten ill never forget that it will scar me for life after that i figure out my dad be outside somewhere where he could not hear me i have also be take by surprise many other time but none of them as worse a the attack of my old brother it be so annoy when they do it more than once example laura jump out of the kitchen and scare trish and then she leave second later trish pass by the kitchen again laura scream raahh trish doesnt scream but be now annoyed get take by surprise happen most unexpected i think i will get scar more if you dont make it so fancy make it original example for original she jump out scream raahh be original example for fancy he jump out scream ooga booga along with streamer confetti etc that be way too fancy me trisha arnold will give you some advice that i learn dont take it seriously it might be scary but go be free live along with your life thats the best cure even for the attack of my old brother,I just hate it . I mean really really really positively hate being taken by surprise . + just thinking about it makes me shiver . + boy + ive been taken by surprise lots of times lots of ways by many different people . + in my opinion I think the worst surprise I have been through must have been when I got home from school and expected to see my older brother waiting for me or watching television . + but no my brother wasnt home ( at least it seemed like it to me ) so I yelled for my dad outside . + no dad . + poor me scared without a brother or father ( yeah right ) and right when I was walking to my brothers room boom ! + ahhhh ! I screamed my brother jumps out of the closet in the hall . I was really frightened . + ill never forget that it will scar me for life . + after that I figured out my dad was outside somewhere where he could not hear me . I have also been taken by surprise many other times but none of them as worse as + the attack of my older brother . + it is so annoying when they do it more than once . + example : + laura jumps out of the kitchen and scares + trish and then she leaves . + seconds later + trish passes by the kitchen again + laura screams + raahh + trish doesnt scream but is now annoyed . + getting taken by surprise happens most unexpected . I think I will get scared more if you dont make it so fancy make it original . + example for original : + she jumps out screaming + raahh is original . + example for fancy : + he jumps out screaming + ooga + booga along with streamers confetti etc . + that is way too fancy . + me + trisha + arnold will give you some advice that I learned : dont take it seriously . + it might be scary but go be free live along with your life thats the best cure . + even for + the attack of my older brother . 
3.0,Eyuuuuuuuuu! Nasty! This book was very gross at the beginning because the bullies made a bet with Tom. The bet was for Tom to eat fifteen worms for 50 dollars. What brought me in to the story was the lead which was Hey Tom where were you last night? As I got further into the story it kind of made me want to try a worm â€˜cause in the fifth and sixth chapter it says  The worms were okay. During the eighth and ninth chapter Tom got a very bad stomach ache from all those worms. Tom didnt only lose 50 dollars he lost energy from those worms because when he got the stomach ache he couldnt do anything. How he lost is he missed his worm. When Toms mom learned about the bet she punished him by sending him to his room till dinner. The author included lots of detail. It made really wonderful pictures in my mind from the long and descriptive words that the author used. I think the author wrote this book to tell us not to bet. It is a bad thing to bet because it can hurt your body. I recommend this book for readers who like adventures and interesting stories. ,eyuuuuuuuuu nasty this book be very gross at the beginning because the bully make a bet with tom the bet be for tom to eat fifteen worm for dollar what bring me in to the story be the lead which be hey tom where be you last night a i get far into the story it kind of make me want to try a worm cause in the fifth and sixth chapter it say the worm be okay during the eighth and ninth chapter tom get a very bad stomach ache from all those worm tom didnt only lose dollar he lose energy from those worm because when he get the stomach ache he couldnt do anything how he lose be he miss his worm when tom mom learn about the bet she punish him by send him to his room till dinner the author include lot of detail it make really wonderful picture in my mind from the long and descriptive word that the author use i think the author write this book to tell u not to bet it be a bad thing to bet because it can hurt your body i recommend this book for reader who like adventure and interesting story,+ eyuuuuuuuuu ! + nasty ! + this book was very gross at the beginning because the bullies made a bet with + tom . + the bet was for + tom to eat fifteen worms for 50 dollars . + what brought me in to the story was the lead which was + hey + tom where were you last night ? + as I got further into the story it kind of made me want to try a worm ˜cause in the fifth and sixth chapter it says + the worms were okay . + during the eighth and ninth chapter + tom got a very bad stomach ache from all those worms . + tom didnt only lose 50 dollars he lost energy from those worms because when he got the stomach ache he couldnt do anything . + how he lost is he missed his worm . + when + toms mom learned about the bet she punished him by sending him to his room till dinner . + the author included lots of detail . + it made really wonderful pictures in my mind from the long and descriptive words that the author used . I think the author wrote this book to tell us not to bet . + it is a bad thing to bet because it can hurt your body . I recommend this book for readers who like adventures and interesting stories . 
3.0,Flying through the air on my bike was a very frightening moment. It was a Wednesday and my family was celebrating my dads birthday. My friend  my cousin Laura  and I decided to go bike riding. I started going faster and faster not knowing what was going to happen. And I flew off my bike. What made me fall off? Maybe my bike tire hit a rock!! Then I noticed I chipped three teeth. Ahhhh!!!! As we were walking back I was bleeding a lot and aching all over. Finally we got home. I got ice on my lip which was swollen. My cousin Jessica called the dentist and we went there right away. Nobody was at the dentists office except for me. He numbed my lip so I could have a good night sleep. After we were done at the dentist we went to the store to get straws for me to sip juice. My dad and I stayed in the car while my mom and my brother went inside. After we went to the store we went home and I went to sleep. The next two days I didnt go to school. From now on I will be more cautious when I ride my bike.,fly through the air on my bike be a very frightening moment it be a wednesday and my family be celebrate my dad birthday my friend my cousin laura and i decide to go bike rid i start go faster and faster not know what be go to happen and i fly off my bike what make me fall off maybe my bike tire hit a rock then i notice i chip three teeth ahhhh a we be walk back i be bleed a lot and ache all over finally we get home i get ice on my lip which be swell my cousin jessica call the dentist and we go there right away nobody be at the dentist office except for me he numb my lip so i could have a good night sleep after we be do at the dentist we go to the store to get straw for me to sip juice my dad and i stay in the car while my mom and my brother go inside after we go to the store we go home and i go to sleep the next two day i didnt go to school from now on i will be more cautious when i ride my bike,+ flying through the air on my bike was a very frightening moment . + it was a + wednesday and my family was celebrating my dads birthday . + my friend my cousin + laura and I decided to go bike riding . I started going faster and faster not knowing what was going to happen . + and I flew off my bike . + what made me fall off ? + maybe my bike tire hit a rock ! ! + then I noticed I chipped three teeth . + ahhhh ! ! ! ! + as we were walking back I was bleeding a lot and aching all over . + finally we got home . I got ice on my lip which was swollen . + my cousin + jessica called the dentist and we went there right away . + nobody was at the dentists office except for me . + he numbed my lip so I could have a good night sleep . + after we were done at the dentist we went to the store to get straws for me to sip juice . + my dad and I stayed in the car while my mom and my brother went inside . + after we went to the store we went home and I went to sleep . + the next two days I didnt go to school . + from now on I will be more cautious when I ride my bike . 
3.0,These two books are about some greedy people. One is a boy named John Midas  the other is a man named King Midas. John LOVES chocolate. I mean absolutely LOVES chocolate. And the king was filthy rich with gold. Well  one day they each got a taste of there own medicine  because they were so greedy. One day John was going to a friends house  but then for a change he went a different way. Only two blocks along the unfamiliar street  John came to a small corner candy store. (The Chocolate Touch  by Patrick Skene Catling  page 11-12) And thats where his chocolate touch began. Whatever he put into his mouth it turned to chocolate. And the king? Well one day Midas was sitting in his treasure room dreaming about his gold. In his dream he saw a shadow fall across the piles of valuable gold coins  he looked up and saw a stranger standing near him. (King Midas and the Golden Touch  by Judy Rosenbaum  page 2) And thats where his golden touch began. Whatever he touched with his hands  it turned to gold. They liked their touchâ€¦ for a while. Then one day a terrible thing happened! Now you read the rest of the book to find out what the terrible thing was. And when you are done reading this book  you will find out it teaches you a lesson about greediness. By the way  there are some parts you should know about. Like the time John turned his trumpet to chocolate  and the time King Midas turned his food to gold. Both of these books pulled me in with a good lead! The Chocolate Touch started with Most of the time John Midas was a very nice boy. Every now and then  of course  he broke a rule. King Midas and the Golden Touch started out with Once upon a time there was a very rich King named Midas. He lived in a fine castle with his daughter Marygold. I wanted to read the whole book in one day because it got really exciting and interesting with the fun and powerful words the author used. The Chocolate Touch had a little more detail and action than The Golden Touch because the book was longer by 80 pages.  ,these two book be about some greedy people one be a boy name john midas the other be a man name king midas john love chocolate i mean absolutely love chocolate and the king be filthy rich with gold well one day they each get a taste of there own medicine because they be so greedy one day john be go to a friend house but then for a change he go a different way only two block along the unfamiliar street john come to a small corner candy store the chocolate touch by patrick skene catling page and thats where his chocolate touch begin whatever he put into his mouth it turn to chocolate and the king well one day midas be sit in his treasure room dream about his gold in his dream he saw a shadow fall across the pile of valuable gold coin he look up and saw a stranger stand near him king midas and the golden touch by judy rosenbaum page and thats where his golden touch begin whatever he touch with his hand it turn to gold they like their touch for a while then one day a terrible thing happen now you read the rest of the book to find out what the terrible thing be and when you be do reading this book you will find out it teach you a lesson about greediness by the way there be some part you should know about like the time john turn his trumpet to chocolate and the time king midas turn his food to gold both of these book pull me in with a good lead the chocolate touch start with most of the time john midas be a very nice boy every now and then of course he break a rule king midas and the golden touch start out with once upon a time there be a very rich king name midas he live in a fine castle with his daughter marygold i want to read the whole book in one day because it get really exciting and interesting with the fun and powerful word the author use the chocolate touch have a little more detail and action than the golden touch because the book be longer by page,+ these two books are about some greedy people . + one is a boy named + john + midas the other is a man named + king + midas . + john + loves chocolate . I mean absolutely + loves chocolate . + and the king was filthy rich with gold . + well one day they each got a taste of there own medicine because they were so greedy . + one day + john was going to a friends house but then for a change he went a different way . + only two blocks along the unfamiliar street + john came to a small corner candy store . ( + the + chocolate + touch by + patrick + skene + catling page 11 - 12 ) + and thats where his chocolate touch began . + whatever he put into his mouth it turned to chocolate . + and the king ? + well one day + midas was sitting in his treasure room dreaming about his gold . + in his dream he saw a shadow fall across the piles of valuable gold coins he looked up and saw a stranger standing near him . ( + king + midas and the + golden + touch by + judy + rosenbaum page 2 ) + and thats where his golden touch began . + whatever he touched with his hands it turned to gold . + they liked their touch for a while . + then one day a terrible thing happened ! + now you read the rest of the book to find out what the terrible thing was . + and when you are done reading this book you will find out it teaches you a lesson about greediness . + by the way there are some parts you should know about . + like the time + john turned his trumpet to chocolate and the time + king + midas turned his food to gold . + both of these books pulled me in with a good lead ! + the + chocolate + touch started with + most of the time + john + midas was a very nice boy . + every now and then of course he broke a rule . + king + midas and the + golden + touch started out with + once upon a time there was a very rich + king named + midas . + he lived in a fine castle with his daughter + marygold . I wanted to read the whole book in one day because it got really exciting and interesting with the fun and powerful words the author used . + the + chocolate + touch had a little more detail and action than + the + golden + touch because the book was longer by 80 pages . 
4.0,Surprise I woke up swiftly. My senses were blurred  except for my hearing. All I could hear was the sound of footsteps stepping on the creaky board in the hallway. I waited for the footsteps to go into the living room. I walked as lightly as I possibly could but no matter how hard I tried  I still made noise. I slipped past my parents room and entered the living room very cautious. I searched the room and found nothing. I went into the kitchen to find three small wrapped presents on the table. I sleekly ran back into my brothers room. I brought them into the kitchen. We opened the present and found three sheets of paper. One piece had little lines with symbols under them. The other two made up the key. I pieced together: on January 8th we are going to. The last I spelled out loud. D I S N E Y L A N D!! I got up to see my mom. I jumped for joy and was thrilled out of my mind.,surprise i wake up swiftly my sens be blur except for my hear all i could hear be the sound of footstep step on the creaky board in the hallway i wait for the footstep to go into the living room i walk as lightly a i possibly could but no matter how hard i try i still make noise i slip past my parent room and enter the living room very cautious i search the room and find nothing i go into the kitchen to find three small wrap present on the table i sleekly ran back into my brother room i bring them into the kitchen we open the present and find three sheet of paper one piece have little line with symbol under them the other two make up the key i piece together on january th we be go to the last i spell out loud d i s n e y l a n d i get up to see my mom i jump for joy and be thrill out of my mind,+ surprise I woke up swiftly . + my senses were blurred except for my hearing . + all I could hear was the sound of footsteps stepping on the creaky board in the hallway . I waited for the footsteps to go into the living room . I walked as lightly as I possibly could but no matter how hard I tried I still made noise . I slipped past my parents room and entered the living room very cautious . I searched the room and found nothing . I went into the kitchen to find three small wrapped presents on the table . I sleekly ran back into my brothers room . I brought them into the kitchen . + we opened the present and found three sheets of paper . + one piece had little lines with symbols under them . + the other two made up the key . I pieced together : on + january 8th we are going to . + the last I spelled out loud . D I S N E Y L A N D ! ! I got up to see my mom . I jumped for joy and was thrilled out of my mind . 
4.0,I tried to run  but I couldnt. The monster seemed like it was growing by the minute! And then  the most horrible thing was about to happenâ€¦ I screamed and sat bolt upright up in bed. I gasped swallowing huge amounts of air. Id just had the most horrible nightmare ever. Id never been so scared in my life! Still gasping  I called Mom! My mom came sleepily into my bedroom and sat on the edge of my bed. What is it sweetie? she asked  her voice full of concern. Tears swelled up in my eyes as I remembered the ghostly monster from my dream. Iâ€¦ I had a nightmare. I finally managed to say. Poor thing  my Mom said sympathetically as she gave me a hug. But dont worry  she said  you will stop having them when you grow up. I nodded my head in agreement. Although inside I secretly felt that I wouldnt. After my Mom left  I lay on my pillows and started to think. Peopleâ€”mostly grownupsâ€”were always telling me that things would happen  or I would like something better when I was grown up. Apparently they thought being grown up meant liking everything and knowing everything. Well I most certainly did not! Personally I thought growing up meant having responsibility  and trying to make good choices  etc. I wondered if my life would be different as a grown-up. I mean I knew I would be older  and more mature  but would I be prettier? fatter? skinnier? would I choose to get married? or get a job? Then I realized something. I was nine years of age. Right now none of that stuff mattered. I didnt need a husband because I had older siblings! I didnt need a job because my Mom and dad provided for me. The only job I had right now was to be a kid. And that was just what I was going to do. ,i try to run but i couldnt the monster seem like it be grow by the minute and then the most horrible thing be about to happen i scream and sat bolt upright up in bed i gasp swallow huge amount of air id just have the most horrible nightmare ever id never be so scared in my life still gasp i call mom my mom come sleepily into my bedroom and sat on the edge of my bed what be it sweetie she ask her voice full of concern tear swell up in my eye a i remember the ghostly monster from my dream i i have a nightmare i finally manage to say poor thing my mom say sympathetically a she give me a hug but dont worry she say you will stop have them when you grow up i nod my head in agreement although inside i secretly felt that i wouldnt after my mom leave i lay on my pillow and start to think people mostly grownup be always tell me that thing would happen or i would like something well when i be grow up apparently they think be grow up meant like everything and know everything well i most certainly do not personally i think grow up meant have responsibility and try to make good choice etc i wonder if my life would be different a a grown up i mean i know i would be old and more mature but would i be pretty fatter skinnier would i choose to get marry or get a job then i realize something i be nine year of age right now none of that stuff matter i didnt need a husband because i have old sibling i didnt need a job because my mom and dad provide for me the only job i have right now be to be a kid and that be just what i be go to do,I tried to run but I couldnt . + the monster seemed like it was growing by the minute ! + and then the most horrible thing was about to happen I screamed and sat bolt upright up in bed . I gasped swallowing huge amounts of air . + id just had the most horrible nightmare ever . + id never been so scared in my life ! + still gasping I called + mom ! + my mom came sleepily into my bedroom and sat on the edge of my bed . + what is it sweetie ? she asked her voice full of concern . + tears swelled up in my eyes as I remembered the ghostly monster from my dream . I I had a nightmare . I finally managed to say . + poor thing my + mom said sympathetically as she gave me a hug . + but dont worry she said you will stop having them when you grow up . I nodded my head in agreement . + although inside I secretly felt that I wouldnt . + after my + mom left I lay on my pillows and started to think . + peoplemostly grownupswere always telling me that things would happen or I would like something better when I was grown up . + apparently they thought being grown up meant liking everything and knowing everything . + well I most certainly did not ! + personally I thought growing up meant having responsibility and trying to make good choices etc . I wondered if my life would be different as a grown - up . I mean I knew I would be older and more mature but would I be prettier ? fatter ? skinnier ? would I choose to get married ? or get a job ? + then I realized something . I was nine years of age . + right now none of that stuff mattered . I didnt need a husband because I had older siblings ! I didnt need a job because my + mom and dad provided for me . + the only job I had right now was to be a kid . + and that was just what I was going to do . 
4.0,It was a humid day in July  the Key Bank sign said that it was 85 degrees outside. That day my mom drove me to The Smithfield Theater. I had an important job to do. The job was more of a personal goal. It was to make people laugh. The catch was that if I was to stand up in front of a theater of people and tell a couple of jokes then I would get to see the movie Mission Impossible free. When I got to the theater I was sweating like a pig. The librarian that signed me up was dressed in a clown suit. She said  Are we ready to make people laugh? I feebly answered  Yes... When I got inside the theater a guy was already telling some lame jokes. Then  when everyone was seated he called my name  Cmon down Zachary Williams! As I reached the first step to the stage I had about a hundred butterflies in my stomach. By the third step they multiplied. But then  very abruptly  when I reached for the microphone all of the butterflies disappeared. When I was done telling the jokes I didnt turn red or anything  I just smiled. I noticed the size of the crowd and unexpectedly I knew what I was going to be when I grew up  I knew why God had put me on this green earth  it was because I was going to becomeâ€¦ a comedian.,it be a humid day in july the key bank sign say that it be degree outside that day my mom drive me to the smithfield theater i have an important job to do the job be more of a personal goal it be to make people laugh the catch be that if i be to stand up in front of a theater of people and tell a couple of joke then i would get to see the movie mission impossible free when i get to the theater i be sweat like a pig the librarian that sign me up be dress in a clown suit she say be we ready to make people laugh i feebly answer yes when i get inside the theater a guy be already tell some lame joke then when everyone be seat he call my name cmon down zachary williams a i reach the first step to the stage i have about a hundred butterfly in my stomach by the third step they multiply but then very abruptly when i reach for the microphone all of the butterfly disappear when i be do tell the joke i didnt turn red or anything i just smile i notice the size of the crowd and unexpectedly i know what i be go to be when i grow up i know why god have put me on this green earth it be because i be go to become a comedian,+ it was a humid day in + july the + key + bank sign said that it was 85 degrees outside . + that day my mom drove me to + the + smithfield + theater . I had an important job to do . + the job was more of a personal goal . + it was to make people laugh . + the catch was that if I was to stand up in front of a theater of people and tell a couple of jokes then I would get to see the movie + mission + impossible free . + when I got to the theater I was sweating like a pig . + the librarian that signed me up was dressed in a clown suit . + she said + are we ready to make people laugh ? I feebly answered + yes . . . + when I got inside the theater a guy was already telling some lame jokes . + then when everyone was seated he called my name + cmon down + zachary + williams ! + as I reached the first step to the stage I had about a hundred butterflies in my stomach . + by the third step they multiplied . + but then very abruptly when I reached for the microphone all of the butterflies disappeared . + when I was done telling the jokes I didnt turn red or anything I just smiled . I noticed the size of the crowd and unexpectedly I knew what I was going to be when I grew up I knew why + god had put me on this green earth it was because I was going to become a comedian . 
