Grade,Text,Source,,,
9,Youve got to know your own value  know what you want  and stick with it. Thats what T. McDowells advice to others is  and its certainly worked for him. This high school senior is currently the sole owner of Immersion Immaging  a successful company specializing in Internet commerce solutions and online financial databasing. McDowell began the company in 2012  although it was originally called 4th Dimension Graphics. Two years later  the company was reorganized as Immersion Immaging. Surprisingly  he didnt begin the company with the assistance of any partners  but instead founded it on his own with the experience and contacts that he already had. Its always been a one-person operation  and its going to stay that way for a while. I could easily take on partners or expand the business some more  but I want to keep it this way for now  McDowell said. Even now  McDowell does everything himself  from marketing and management to the actual coding that he writes for his clients Web sites. I remember one time that I worked for over 800 hours on one site and never really got paid for it. Ive learned since then  McDowell said. Thus far  he has worked for such companies as Online Devices International  Greystone Peripherals  and Publicard  Inc. He works on Web site design along with Internet marketing solutions and other aspects of Internet commerce. I dont have any lack of contracts right now. I like it because its flexible  so that if I need more income  I can get the business I need; and if I take a break for a while  I dont have any problems  McDowell said. Spending between 30 and 60 hours a week at his business  Immersion Immaging  provides him with a steady income  although he admits that it takes up much of his free time. A lot of the time [on the business] is spent after school and late at night  and my parents dont really like that too much. Otherwise  though  theyre really supportive of the whole thing  McDowell said. Part of the reason McDowell ended up in the computer industry might be explained by the exposure he had as a child. Even as a teenager  most of his friends were older and connected to the computer industry. Even though Im younger than most other people in the technology business  it hasnt mattered much. A lot of my friends throughout my life have been older than me  so Im used to it  McDowell said. In his freshman year  McDowell worked at a company called PC Powercomp and familiarized himself with the business and the technical aspects of it. Having already started learning various online languages at the beginning of junior high school  McDowell was well prepared to enter this field. When I started out with computers  it was mainly because I didnt have much else to do; so it was a good way to use my time  and its turned out to be pretty good  McDowell said. However  he spends his free time on more than just computers. His real interest lies in aviation  which he has pursued for more than six years. As a licensed pilot  he currently owns two airplanes and has ambitions to enter the aviation field one day  probably in airplane design. Now I work with computers mostly because it gives me a reliable source of income. Id really rather be in aviation  but I may keep this going so that Ill always have it to fall back on  McDowell said. For now  aviation is still a hobby  but if his entrepreneurial spirit and success with his business are signs of whats to come  McDowell wont have a problem realizing his dreams of the sky.,,,,
9,Not all thieves lurk in dark alleys and parks. Some sit with their faces lit by the glow of their computer monitors  copying  pasting  and printing. It may seem like just another helpful source of information  but the Internet has taken the theft of intellectual property to a new level. Part of the problem is that most students dont really know the exact definition of plagiarism or its consequences. Some say that using someone elses ideas without attributing them is a form of theft  but most people dont think of it as a serious crime. For teachers  Internet plagiarism has been especially problematic compared to theft from other sources. This is because it is so difficult to locate the origin of Internet material. To counter student plagiarism  Internet services designed to detect copied material have emerged to aid teachers. One company  TurnItIn.com  has developed a system for detecting material plagiarized from the Internet. Teachers can upload student works onto the site  which searches for similarities to material from all over the Web. The teachers then receive an originality report. To utilize this technology  teachers have students submit all papers electronically. The threat of using [these programs] will stop a lot of students. They will be afraid theyll be caught. Unfortunately  fear is what works  English teacher Judy Grear said. English teacher Barbara Swovelin said  With all the info thats on the Internet  its understandable that we go to it to get information. Its understandable that people would use it as a resource. The legal and moral issues come in when students use it improperly. A main concern is not only the use of a few plagiarized sentences  but of entire papers. Paper mills like SchoolSucks.com and Evil House of Cheat are some of the most popular sources for pirated papers. Sites like these  which have achieved fame and notoriety among slackers everywhere  were the motivation for TurnItIn.com and similar sites. In addition to such blatant cut and paste plagiarism  most teachers agree that students must be wary of the theft of ideas. One plagiarism-detection program  Word Check  asserts through their Web site  Whether you agree or disagree on how information should be used or reused in digital form  one thing is clear: protecting intellectual property from theft and infringement is the number one security issue. By some definitions  it seems like everyone plagiarizes. But for many students who feel that they might unknowingly plagiarize  programs like TurnItIn.com are intimidating. The detection system on TurnItIn.com  which is a part of plagiarism.org  claims to detect plagiarism down to the eight-word level  which many fear could include accidental lifting of words. You might lift an idea or a line or two. Everybody does that. Some writers dont read other writers because of it  Grear said. Swovelin responds positively to the new technology that detection programs use. What we would try to produce would be students who would be ethical. People learn lessons when they do something wrong  she said about the program. I think that the idea is good  Chris M.  a senior  said. But it might be a little extreme because some phrases are common enough that they might be in more than one essay. The thieves are out there  and they arent wearing stocking caps. Theyre not robbing banks; theyre stealing words.,,,,
9,Im drifting off to sleep  listening to the summer nights breeze rustling the leaves on the oak outside my window. Peaceful. Dreamy. Safe. Im almost asleep when a loud buzzing sound fills my ear. A disturbing annoyance cancels all thoughts of sleep  disturbs all peace. Buzzzzzzzz...buzzzzzzzz...buzzzzzzz. Only a mosquito can make that sound. How did it get in here? Buzzzzz...buzzzzzzz. I swat and slap at this annoying creature. Ill get it; I know I will. Ill knock it down in midair and put it out of its misery. That itsy-bitsy pest cant survive my powerful swipes. So I swing to the left  to the right  above my head  over my stomach  everywhere. I dont miss an inch of the darkness. Nothing could survive this extreme attack of mine! I probably look like a crazed wind turbine. There  Im certain now it has to be dead. I had to hit it  with my arms flying everywhere swatting and swiping. It is probably knocked dead  somewhere on the floor . . . Ill just clean it up in the morning. Slowly my panting ebbs. Tranquility is returning. Then I realize my body is tensing  tensing. It is becoming so tense my muscles start to weaken. It must be tense because I am listening  listening. Im listening so hard my ears feel like theyre twitching. Silence. Blessed silence. No nasty creature here to bother me anymore. The breeze rustles the leaves; Im on some beachâ€”azure water  giant white clouds like full-blooming magnolias  warm sand. Suddenly  I snap awake: buzzzzzzz... buzzzzzz... buzzzzzz. No! No! No! Okay  this time I will get it. I swing my feet onto the floor  turn on the light  pick up a T-shirt  and listen. Nothing. I peer everywhere like an eagle. Eagle Eye they should call meâ€”I dont miss anything. But  I look carefully into the light  and . . . nothing. Do lights attract mosquitoes? I think so. I scan the walls  the ceiling  my T-shirt gripped as hard as possible ready for the assault. Nothing. Silence. I watch the light. I stand still  listening and ready. Nothing. Silence. I wait  stiff as a board. Still nothing. I decide to crawl back into bed  leaving the light on. I cling to the T-shirt. If that tiny pest is still in the vicinity  the light will attract it  and then I shall swat it  and then finally I shall have a peaceful nights rest. I wait  listen. A car goes by. The breeze rustles the leaves. How can I hear the buzz with all this racket? I get out of bed  close the window  get back into bed  and pick up my deadly weapon. Yes  now I can hear better; I am ready. The breeze wont disturb me now. I listen. I wait. First  I lie on my back. I can scan the space in my room now. Eagle Eye  thats me. I tune up both ears to 100 percent capacity. This is good. I was born ready for this adventurous game. I feel my back growing stiff. Suddenly I am not comfortable on my back anymore. I need to turn. Ill turn toward the light. The light should attract this pestering nuisance. All I really need to do is watch the space around the lamp. I wad up the T-shirt. New strategy. Good strategy. Im ready and waiting. One swipe and this war will be over. That mosquito will never bother anyone ever again. Then I see it  clinging to the wall like super glue  waiting for me to just smack it. On the count of three  I am going to kill it. One . . . two . . . THREE! SWAT! SWAP! SMACK! SWIPE! Ahhhhhh  at last! Finally  Ive put that little bug out of its miseryâ€”and out of mine. And I guess Ill just clean it up (along with the broken lamp) in the morning.,,,,
0,I am at the Lake Chelan pool learning how to swim with my mom and dad  sister and grandma  grandpa  uncle  and auntie. I learned how to swim with a bunch of floaty stuff but now I can swim with only a swimming tube. You have to keep your chin under water and not get too panicky. ,,,,
0,I went camping and we ate lunch outside. I got to drive the motorhome when I went camping and we stopped and got some cheeseburgers and some orange pop and we got back on the road. Then we went to bed. Then I woke up and I walked around. Then I went inside and then when I was in the motorhome I had lunch.,,,,
0,I am playing basketball. I love to play basketball. I just shoot. I like to play against my brother. Sometimes I win. Sometimes he plays easy. My brother taught me to play basketball. He told me that when you stop dribbling you cant start dribbling again.,,,,
0,The Great Ship Once there was a ship. It went farther than any ship in the world. One day there was a ship race. But the ship owner got up late in the day and the ship race started early in the day so he got an alarm clock. The next day was the ship race and he got up early. The next day the ship race began and he won the ship race and he won a golden cap and he also became a great fisherman. That night he dreamt that he was the best fisherman in the world. He dreamt he caught a shark and it swallowed him but the next day he caught all the fish he wanted and he lived all his life. The End,,,,
1,  If you did not hear about the fire here is all I know. There were 300 families with no homes because of the fire. You could see the fire from Seattle. They couldnt put out the fire because they had no sprinklers. I am mad because fires can kill people. Next time buy some sprinklers. Sincerely  Albert,,,,
1,I got a shot in my hip. It hurt. I was limping. Because I could not straighten my leg. I got a shot because I had strep throat. It hurt to swlo. Strep is going around. My doctor said she had to have 15 kids get a shot. You should drink lots of fluids. So you wont get sick. If you cannot swllo and your throat is puffy  then you have strep. You should get lots of rest. And get a shot. Because the shot will make you better faster then the medicine. ,,,,
1,My dad told me to clean my room. The next day I came home from school. It was a mess. My mom told my brother to clean the room. I had to make my bed. Thats all. I got to have as much fun as I wanted. And I hate half a bag of Cheez its and watched Zoom my favorite show. It took my brother 15 minutes. ,,,,
1,I got E-mail from the president on Aug. 29 1997. The time was 2:30 P.M. I told him I see too much violent stuff on T.V. He said that he would talk to the T.V. company. You can E-mail the president to. The website is www.whitehouse.gov   10 First Grade Writing Halloween Halloween I went to a Halloween party. My friend Tianalexa invited me. I made my own cookie. When they had a piÃ±ata I broke her head off. We Read some Books. At first we ate food. We decorated pumpkins. The party was a Black and orange party. ,,,,
1, Im in Casa Bonita. There are cliff Divers. The divers dive backwards. I got wet Wen The divers dived. The Divers thing is kind of like a show. I ate french fries and Honey. We ate in a cave. There are places That are scary! It is fun! I went this year. There are coins That you put in a game and you play it. I did it when we were leaving. we went there two times.,,,,
1,I Seen a accident I Seen a accident This happened to this guy. He was going to sleep and he crashed in to the light Pole. And the fire truck and cop cars and cop truck came to my moms work. Me and Mom saw the accident. Flat tire and gasoline fell off. and I saw the wires and the wires were shock. Wow what an accident!,,,,
2,On Christmas vacation I played with my German Shepard Brandy. I sprayed water at her. I wrestled her and I played soccer with her. We set down together  we telled jokes to each other  we played and played untill I had to go into the house and eat lunch. When I was done eating I went back outside and I read her a book called Flubber. I played tag with her and I tagged her 10 times and she tagged me with her tail 11 times so she beat me. Then me and her said all of the 12 months 5 times. Then we sang a song then we said the 7 continents 10 times. We pretended to be a car but I was a car and she was just a regular dog.,,,,
2,BOOM!!! The trunk slammed. Bang!!! The car door slammed as we got out of the van. Buses lined up on the side-walk. The screeches of the buses got annoying. Screch!!! Screch!!! We walked and walked until we found a place to sit for the parade. I saw a Grease van and someone threw me a daffodil. The daffodil petals were soft  and it smelled pretty. A Titanic float sailed by. All schools had cheers. One schools band was star wars. A dummy was shot out of a cannon. It made me jump!!! We ate snacks at the parade  like sandwiches and juice and carrots. They were good. The parade was two-hours. We sat on a blanket. Things blew every where when [the] float went by whew-clunk. Finally the parade was done. We put the blanket in the trunk. BOOM!! It slammed agin and we drove away as I thought how much fun I had. ,,,,
2,Back-hand-springs Wow! I was doing my back-hand-spring and I landed it! Floor exercise is my favorite event to gymnastics because of all the tumbling. The tumbling makes you get very excited! Gymnastics can also be a nerve-wracking sport because of having to compete. When your in your tank top leotard for practice the sun feels great! I was just about to do another back-hand-spring when I stopped myself. I was getting too excited! Finally I did one! As you can see I LOVE gymnastics!,,,,
2,It seems like we never go swimming at Fife pool! There is a tun of fun things to do at the pool! Like a basketball hoop and two big slides. When we went there  the carpets that we found were 8 feet long! My Brother Ashton and I had a birthday party at the Fife pool! We used up all the carpets as a big long train! My Dad pulled the first big carpet in the water. Then the hole birthday party got the rest of the carpet. We hung onto the carpet in front of us! By then we had a big train of carpets. I was in the front car wear my Dad was going CRAZY. I felt like I was going to fall off the carpet! But was I going to fall off?,,,,
2,The Mariners Game On Saturday  May 23 1998  I went to a Mariners game. It was the Seattle Mariners vs. the Tampa Bay Devil Rays. The score was Mariners 3 Devils Rays 7. The Devil Rays hurt us bad. I got disgusted because we lost. The best part was when I got my giraffe beanie baby signed by Alex Roderiguez. The baddest part was when the Devil Rays got ahead. At the beginning my mom blurted out Hi Alex. He grinned  looked up and said Hi. For the rest of the game  my mom kept her eyes on Alex Roderiguez. At the Kingdome  I ate some Twix candy bars. This woman  behind us  named Dana  was crazy about Dan Wilson. She liked him so much she says hes a beautiful thing. DAN WILSON. Dana screamed  go Danny. But she didnt mean me. ,,,,
2,It is April 10th 1912. Two years before my great grandma was born. The Titanic is going to travel all the way from England to America. Newspapers call the Titanic The Wonder Ship. The Titanic had restaurants  a post office  even a gym with a toy camel ride. The Titanic has another nickname  The rich mans special. The Titanic has lied on the bottom of the Atlantic ocean for 86 years. This guy name Robert Ballard found the Titanic. It was pretty close to its destination when it sank. It was sad because only 1 100 people survived. The people who survived got on a ship called the Carpitha. ,,,,
2,By where me and Danielle live  they had a drug bust. Drug Busts are when police come and search drug dealers houses. It is very scary when they have a drug bust because you could get stolen by a drug dealer and never come back. So lock your doors when they have a drug bust around where you live. It was closer to Danielles house. It was kind of close to Davids house. It was really close to Kasey Bells and Katie Bells and Kelsey Bells house because they live less than ten yards away. It was boring because you had to stay inside. You couldnt take one baby step outside. Remember  if there is a drug bust by your house lock your doors! ,,,,
2,Ashes filled the air when I was around the camp fire. Crackle  crackle  it went. Ashes flew up in to the air and once they got too high and it got too cold. And they disappeared. At first they were red burning hot. I roasted hot dogs and marshmallows and I like mine burnt because it gives it more taste some time. I like to peel the burnt stuff off of the marshmallows because there is melty stuff in side of it. I make smores out of it because it is squishier so it is easier to squish it. It tastes better. When you put water on the fire it goes sizzle sizzle and it sparks. Oh Yeah! Here is some thing really funny. My hair still smells like smoke. I love campfires.,,,,
2,Disneyland Chapter 1 Yeah! Were going to Disney Land tomorrow! Yeah! I said. Yep! said Mom 5 A.M. 5 A.M.? I said No way mom 5 am is too early No it isnt said Mom Any ways I bought something for you so you wont be bored on the airplane. Then I said What is it? Tell me. Alright said mom Ill tell you. Its called Word Games Then I said I always wanted it. Why? said Mom. Because it looked like fun. I said. Chapter 2 The Boring airplane On the airplane  I was bored. Then I remembered about my toy that my mom got me. But when I tried it  it was really noisy. Thats why I stopped. Chapter 3 Arriving Finally  were there! I said. Then we got our stuff. Then we walked and walked untill we got to our hotel. Then we got everything organized and then we went to Disney Land. And guess what? Im not going to tell you what kinds of rides I rode. Ha ha ha. Well all right  Ill tell you. I went on the Snow Monster  Splash Mountain and different kinds of rides but I cant remember the names. And Im so lucky because when I got off Splash Mountain they let me go on it again. And we did the same stuff the next day  and then the next. But the last day we went in the haunted house. Inside it the pictures turned into nice ones and scary ones. Then there is a ride in it and when you go on it there is a mirror and one person turns into a skeleton in it and I turned in to the skeleton in the mirror. The we got out and went to our hotel room and packed our stuff and went on the airplane again. This was really exciting to me. In fact  it was the best days of my life. And Ill always remember it. The End.   ,,,,
3,I got this assignment to do. I had to write about an event that I regretted. But I didnt do it. I didnt tell my parents about it. Meanwhile  Ms. Stromberg asked me every day about this assignment. I didnt do this assignment because I couldnt think of anything to write about. I didnt ask my mom for help  because I thought she would get mad at me. When Ms. Stromberg asked me about my work  I just rolled my eyes. I hoped it would go away. However  what did happen  was Ms. Stromberg sent home a note which I didnt give to my parents. Finally  Ms. Stromberg talked to my mom about it. When my mom heard about this  she got mad and hurt. She was mad because I didnt do my work  and hurt because I thought she would get mad at me if I asked for help. I had to do this work until my parents were satisfied. I didnt get any books all weekend and no TV all Friday. I got very mad. I got so mad  I didnt think Id ever read again. I feel totally dumb. I should have gone to my parents for help. It was all my fault. I learned that I shouldnt lie because it gets me into worse trouble. In the future Im not going to lie. If I have a problem  Im going to tell someone about it  and ask for help.,,,,
3,The day after Thanksgiving my family had a reunion for my grandmother on a boat because she died of cancer about a month ago. We were all sitting in a circle  reading letters about her and saying memories. Then from oldest to youngest  we went outside  and threw a rose and a cup of grandmothers ashes out into the water. I asked if I could go alone so I could have a special time with grandmother. When it was my turn I went outside  said a few words and threw the rose. Then I picked up the cup and filled it with ashes. But I threw the ashes a little crooked and they fell on the bumpers  and because the wind was very hard the ashes blew back all over me and the boat. Everyone inside was laughing really hard  I was even laughing myself! I thought it was because of what happened. But then my mom told me that she did the same thing to my grandfather 4 years ago. She said that she had twisted her hand a little  and it all flew back all over her and my aunt Shelly. That made me laugh even harder  and my mom said that grandma Jin always liked a good laugh! I think everyone got a good laugh. A little bit later I got to have the extra roses to throw outside and say what I wanted to say. I had a wonderful time that day.,,,,
3,It was a snowy day in January. It was a Surprise Snowstorm with about 6 inches of snow. Grandma and grandpa came over from Ellensburg. Mom and grandma went to a baby shower and my sister Julia had our friend Lil over. Our grandpa wanted to see my dads jobsite and we had to go over Whitney Bridge hill to get there. The roads were very icey so when we got to the top of the hill  I felt a big lurch and dad yelled hold on! But it was to late. We slid into the ditch. Two other cars slid to the side of the road. Grandpas truck did too  a few yards ahead of us. Dad got out of our truck to go help put chains on grandpas tires. But when he got in  the chains fell off and the truck skreeched and slid to the bottom of the hill. Dads trucks tire had popped off  so dad  Dyllan (my other sister) Lil  Julia and I jumped down from it toward grandpa at the bottom of the hill. I sat in the sled with Dyllan to calm her  dad pulled us and Julia and Lil carried grandpas chains. We started down the hill and a big truck passed by. When we started walking again  I slid on my knees in between some abandoned cars by the road. I felt the cars moving and one hit my head. I could not do anything but crawl through the tires to the ditch on the other side. Quickly  a man pulled me out. I learned that the big truck had bumped into the cars causing them to move. Everyone was okay. Julia and Lil had been in front of the cars. Grandpa gave anyone who wanted one a ride and dropped them off where they wanted to go. Then we went home. That is a story I will never forget! ,,,,
3,Screech  screech  screech! The first time we tried to play the recorders it sounded like a lion running his claws down a chalkboard. In other words we made a TERRIBLE noise! See  a recorder is an instrument with a very high pitch. If you dont blow in it correctly  it does sound pretty bad. After Mrs. Romland told us there is a special place for our tongue to be  we understood why we sounded so bad. She said the place was right behind your upper front teeth  and then she said once your tongue is there  put the recorder up to your mouth and try to say too  too  too  too. Its called tonguing. Then we almost got the right sound. A recorder looks like a short skinny tube with one hole on the bottom  and 7 holes on the top. There are a few different types of recorders. The one we are playing is called the soprano  it is the smallest with the highest sound. Another is the alto  it is bigger with a lower sound. Next comes the tenor  it is bigger yet  with an even lower sound. Last but not least is the bass  it is the biggest of them all and the lowest sounding too. The recorder originally came from Europe. It has been an instrument for over 100 years. If you think it is related to the flute  its not.  ,,,,
3,Touch of the flu! Egg in her hair? Poor Ramona! Ramona Quimby  Age 8 is a nine chapter  one hundred and ninety page book about an eight year old girl in third grade. She started school with a surprise gift from her dad  only to have it stolen by a boy she called Yard Ape. One day at lunch she tried to be cool and show off for her friends by cracking an egg on her head and found herself in a big mess. When flu season hit she learned how awful it felt to throw up in class. She and her sister learn about using good manners at the dinner table. As time goes on Ramona and her family solve their problems  and learn to be more caring for each other. They also learn to be more considerate for each other when time alone is needed. My favorite part was during a scene where Ramonas class is at lunch  She took a firm hold on her egg  waited until everyone at her table was watching  and whackâ€”she found herself with a hand full of crumbled shell and something cool and slimy running down her face. (Ramona Quimby  Age 8  Bevery Cleary  p. 60) I thought that was funny because she wanted to be cool like the rest of her class  by breaking a hard boiled egg on her head. But guess what  her mother was in such a hurry she gave Ramona a raw egg! Whoops! I think the one thing the author wants me to know is that when my family may be having problems I can be of help by obeying them and not fussing  disturbing  and/or annoying them. I liked this book because the author chose strong  powerful  descriptive words that made gross  imaginative pictures in my mind. Like in her lunch scene at school  something cool and slimy running down her face  and at her dinner scene at home  One edge of her meat was covered with tiny bumps. Ramona Quimby  Age 8 is one of the best Beverly Cleary books Ive ever read because it pulled me in better than any other book in her series. (I have read 6 of her books.) It made pictures in my mind (Word Choice) and sounded like a real person wrote it (Voice). It also sounded good as I read it  flowed easily from sentence to sentence (Sentence Fluency)  and sounded like a real 8 year old girls life. These traits made me want to keep on reading until the end of the book. I recommend this book to good readers who enjoy good long lasting chapters*. *Max. 25 pages.,,,,
3,Chores are boring! Scrubbing toilets  cleaning sinks  and washing bathtubs take up a lot of my time and are not fun at all. Toilets! When youre scrubbing toilets make sure they are not stinky. Ive scrubbed one before and I was lucky it didnt stink. I think toilets are one of the hardest things to scrub in the bathroom because it is hard to get up around the rim. Sinks are one of the easiest things to clean in the bathroom because they have no rims and they are small. I have cleaned one before and it was pretty easy. Bathtubs  ever washed one? They are big  they are deep  and it is hard to get up around the sides. The bathtub is the hardest  I think  to wash in the bathroom. All chores are boring  especially making my bed. Cleaning my room is OK because I have to organize  and I like organizing. Dusting is the worst: dust  set down  pick up  dust  set down. There are so many things to dust  and its no fun. Chores arent the worst but theyre definitely not the best! ,,,,
3,I just hate it. I mean really  really  really positively hate  being taken by surprise. Just thinking about it makes me shiver. Boy  Ive been taken by surprise lots of times  lots of ways  by many different people. In my opinion  I think the worst surprise I have been through must have been when I got home from school and expected to see my older brother waiting for me or watching television. But no  my brother wasnt home (at least it seemed like it to me) so  I yelled for my dad outside. No dad. Poor me scared without a brother or father (yeah right) and right when I was walking to my brothers room  boom! Ahhhh! I screamed  my brother jumps out of the closet in the hall. I was really frightened. Ill never forget that  it will scar me for life. After that I figured out my dad was outside somewhere where he could not hear me. I have also been taken by surprise many other times but none of them as worse as The attack of my older brother. It is so annoying when they do it more than once. Example: Laura jumps out of the kitchen and scares Trish and then she leaves. Seconds later Trish passes by the kitchen again  Laura screams Raahh  Trish doesnt scream but is now annoyed. Getting taken by surprise happens most unexpected. I think I will get scared more if you dont make it so fancy  make it original. Example for original: She jumps out screaming Raahh  is original. Example for fancy: He jumps out screaming  Ooga  Booga  along with streamers  confetti etc. That is way too fancy. Me  Trisha Arnold  will give you some advice that I learned: dont take it seriously. It might be scary but  go be free  live along with your life  thats the best cure. Even for The attack of my older brother.   ,,,,
3,Eyuuuuuuuuu! Nasty! This book was very gross at the beginning because the bullies made a bet with Tom. The bet was for Tom to eat fifteen worms for 50 dollars. What brought me in to the story was the lead which was Hey Tom where were you last night? As I got further into the story it kind of made me want to try a worm â€˜cause in the fifth and sixth chapter it says  The worms were okay. During the eighth and ninth chapter Tom got a very bad stomach ache from all those worms. Tom didnt only lose 50 dollars he lost energy from those worms because when he got the stomach ache he couldnt do anything. How he lost is he missed his worm. When Toms mom learned about the bet she punished him by sending him to his room till dinner. The author included lots of detail. It made really wonderful pictures in my mind from the long and descriptive words that the author used. I think the author wrote this book to tell us not to bet. It is a bad thing to bet because it can hurt your body. I recommend this book for readers who like adventures and interesting stories. ,,,,
3,Flying through the air on my bike was a very frightening moment. It was a Wednesday and my family was celebrating my dads birthday. My friend  my cousin Laura  and I decided to go bike riding. I started going faster and faster not knowing what was going to happen. And I flew off my bike. What made me fall off? Maybe my bike tire hit a rock!! Then I noticed I chipped three teeth. Ahhhh!!!! As we were walking back I was bleeding a lot and aching all over. Finally we got home. I got ice on my lip which was swollen. My cousin Jessica called the dentist and we went there right away. Nobody was at the dentists office except for me. He numbed my lip so I could have a good night sleep. After we were done at the dentist we went to the store to get straws for me to sip juice. My dad and I stayed in the car while my mom and my brother went inside. After we went to the store we went home and I went to sleep. The next two days I didnt go to school. From now on I will be more cautious when I ride my bike.,,,,
3,These two books are about some greedy people. One is a boy named John Midas  the other is a man named King Midas. John LOVES chocolate. I mean absolutely LOVES chocolate. And the king was filthy rich with gold. Well  one day they each got a taste of there own medicine  because they were so greedy. One day John was going to a friends house  but then for a change he went a different way. Only two blocks along the unfamiliar street  John came to a small corner candy store. (The Chocolate Touch  by Patrick Skene Catling  page 11-12) And thats where his chocolate touch began. Whatever he put into his mouth it turned to chocolate. And the king? Well one day Midas was sitting in his treasure room dreaming about his gold. In his dream he saw a shadow fall across the piles of valuable gold coins  he looked up and saw a stranger standing near him. (King Midas and the Golden Touch  by Judy Rosenbaum  page 2) And thats where his golden touch began. Whatever he touched with his hands  it turned to gold. They liked their touchâ€¦ for a while. Then one day a terrible thing happened! Now you read the rest of the book to find out what the terrible thing was. And when you are done reading this book  you will find out it teaches you a lesson about greediness. By the way  there are some parts you should know about. Like the time John turned his trumpet to chocolate  and the time King Midas turned his food to gold. Both of these books pulled me in with a good lead! The Chocolate Touch started with Most of the time John Midas was a very nice boy. Every now and then  of course  he broke a rule. King Midas and the Golden Touch started out with Once upon a time there was a very rich King named Midas. He lived in a fine castle with his daughter Marygold. I wanted to read the whole book in one day because it got really exciting and interesting with the fun and powerful words the author used. The Chocolate Touch had a little more detail and action than The Golden Touch because the book was longer by 80 pages.  ,,,,
4,Surprise I woke up swiftly. My senses were blurred  except for my hearing. All I could hear was the sound of footsteps stepping on the creaky board in the hallway. I waited for the footsteps to go into the living room. I walked as lightly as I possibly could but no matter how hard I tried  I still made noise. I slipped past my parents room and entered the living room very cautious. I searched the room and found nothing. I went into the kitchen to find three small wrapped presents on the table. I sleekly ran back into my brothers room. I brought them into the kitchen. We opened the present and found three sheets of paper. One piece had little lines with symbols under them. The other two made up the key. I pieced together: on January 8th we are going to. The last I spelled out loud. D I S N E Y L A N D!! I got up to see my mom. I jumped for joy and was thrilled out of my mind.,,,,
4,I tried to run  but I couldnt. The monster seemed like it was growing by the minute! And then  the most horrible thing was about to happenâ€¦ I screamed and sat bolt upright up in bed. I gasped swallowing huge amounts of air. Id just had the most horrible nightmare ever. Id never been so scared in my life! Still gasping  I called Mom! My mom came sleepily into my bedroom and sat on the edge of my bed. What is it sweetie? she asked  her voice full of concern. Tears swelled up in my eyes as I remembered the ghostly monster from my dream. Iâ€¦ I had a nightmare. I finally managed to say. Poor thing  my Mom said sympathetically as she gave me a hug. But dont worry  she said  you will stop having them when you grow up. I nodded my head in agreement. Although inside I secretly felt that I wouldnt. After my Mom left  I lay on my pillows and started to think. Peopleâ€”mostly grownupsâ€”were always telling me that things would happen  or I would like something better when I was grown up. Apparently they thought being grown up meant liking everything and knowing everything. Well I most certainly did not! Personally I thought growing up meant having responsibility  and trying to make good choices  etc. I wondered if my life would be different as a grown-up. I mean I knew I would be older  and more mature  but would I be prettier? fatter? skinnier? would I choose to get married? or get a job? Then I realized something. I was nine years of age. Right now none of that stuff mattered. I didnt need a husband because I had older siblings! I didnt need a job because my Mom and dad provided for me. The only job I had right now was to be a kid. And that was just what I was going to do. ,,,,
4,It was a humid day in July  the Key Bank sign said that it was 85 degrees outside. That day my mom drove me to The Smithfield Theater. I had an important job to do. The job was more of a personal goal. It was to make people laugh. The catch was that if I was to stand up in front of a theater of people and tell a couple of jokes then I would get to see the movie Mission Impossible free. When I got to the theater I was sweating like a pig. The librarian that signed me up was dressed in a clown suit. She said  Are we ready to make people laugh? I feebly answered  Yes... When I got inside the theater a guy was already telling some lame jokes. Then  when everyone was seated he called my name  Cmon down Zachary Williams! As I reached the first step to the stage I had about a hundred butterflies in my stomach. By the third step they multiplied. But then  very abruptly  when I reached for the microphone all of the butterflies disappeared. When I was done telling the jokes I didnt turn red or anything  I just smiled. I noticed the size of the crowd and unexpectedly I knew what I was going to be when I grew up  I knew why God had put me on this green earth  it was because I was going to becomeâ€¦ a comedian.,,,,
4, Dear Mr. President  Today was probably one of the most important days of your life. The speech you gave was very  very hopeful  sincere  and thoughtful. There are two main issues that I think you should focus on. First  I would like you to work on getting more money to go into schools. I would like to see every school in Washington  and every other state  with enough learning space  tools  and good teachers. I would also like to see the government working for the people instead of the people being servants of the government. The people should not be out there  working their heads off  just so that they can give the government the little amount of hard-earned money they have. The government should be by the people and for the people  instead of by the people and for the politicians. You must have a very hard job and I know you wont be able to do everything by yourself. I hope that you will have plenty of support. I know that you will do your best to do well as President  be able to make good judgements  and make our country into the country that it was meant to be by our founders. My best wishes to you and your extra-hard job. Sincerely  Mindy Franklin   ,,,,
